bid_merchandise,bid_country,bid_url,total_auctions,total_devices,total_countries,total_ips,total_urls,max_bids,max_auctions,max_devices,max_countries,max_ips,max_urls,bid_freq,auction_freq,device_freq,country_freq,ip_freq,url_freq,url_auction,ip_device,url_device,ip_country,url_country,max_bid_in_device,max_bid_in_country,max_bid_in_url,outcome
0.004959513,0.009085684,0.000808147,0.088151659,0.079779917,0.161764706,0.015217577,0.010935601,0.111111111,0,0.142857143,0,0.111111111,0,0.506122449,0.606401384,0.610612245,0.728373702,0.491349481,0.545847751,0.031756113,0.011558308,0.006301617,0.013022422,0.009454144,0.004921106,0.014129916,0.003509701,0
0.002185946,0.002048067,0.000479632,0.082464455,0.061898212,0.272058824,0.006711123,0.006191055,0,0,0,0,0,0,0.571428571,0.611591696,0.630204082,0.684256055,0.560553633,0.593425606,0.019212448,0.006150671,0.004618576,0.002834081,0.00322039,0.001093579,0.003423022,0.001478931,0
0.001586574,0.002565308,0.08869908,0.037914692,0.026822558,0.161764706,0.004873044,0,0,0,0,0,0,0,0.599183673,0.678200692,0.69877551,0.728373702,0.589100346,1,0,0.010856553,7.83E-05,0.003587444,0,0.002265271,0.003224009,0.002979935,1
0.00151606,0.004007315,0.008830486,0.063507109,0.04607978,0.102941176,0.004659314,0.000462883,0.111111111,0.125,0,0,0,0.166666667,0.60244898,0.634948097,0.655510204,0.765570934,0.593425606,0.809688581,0.001746586,0.005655315,0.000469686,0.00567713,0.000644078,0.000468677,0.00354243,0.002141139,0
0.005030027,0.006948798,0.002247043,0.072037915,0.099037139,0.213235294,0.015474053,0.005554591,0.111111111,0,0.142857143,0.2,0.111111111,0.166666667,0.505306122,0.624567474,0.593469388,0.705882353,0.490484429,0.60467128,0.01968879,0.009287926,0.002583271,0.009955157,0.003668944,0.001796594,0.010149658,0.004745823,0
0.000141029,0.001739812,0.001051248,0.005687204,0.005502063,0.014705882,0.00042746,0.000231441,0,0,0,0,0,0,0.728163265,0.765570934,0.758367347,0.838235294,0.725778547,0.794117647,0.010955859,0.004004128,0.002152726,0.002394619,0.001874727,0.000156226,0.000398026,0.000176589,0
0.000141029,0.002873563,0.000413929,0.007582938,0.005502063,0.007352941,0.00042746,0.000405022,0,0,0,0,0,0,0.777959184,0.795847751,0.807346939,0.926470588,0.778546713,0.806228374,0.013813909,0.004004128,0.003444362,0.004035874,0.004554551,0.000234338,0.000437828,8.83E-05,0
0.01297465,0.007727273,0.000164258,0.054028436,0.213204952,0.507352941,0.039924767,0.051206388,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.428571429,0.648788927,0.531428571,0.632352941,0.408304498,0.41349481,0.242299143,0.011393189,0.011115895,0.011085202,0.014514756,0.014372754,0.01126413,0.003046156,0
0.000376077,0.000914316,9.20E-05,0.023696682,0.015130674,0.080882353,0.001154142,0.001620089,0,0,0,0,0,0,0.711836735,0.714532872,0.74122449,0.78200692,0.708477509,0.705882353,0.017465862,0.004004128,0.004892559,0.001192825,0.002737331,0.000234338,0.000318421,4.41E-05,0
0.000223296,0.000971787,0.012483574,0.012322275,0.006189821,0.044117647,0.000683936,0,0,0,0,0,0,0,0.713469388,0.727508651,0.769795918,0.787197232,0.710207612,0.955882353,0.000793903,0.005985552,0.000352264,0.001282511,0.000115014,0.000468677,0.000238815,0.000419398,0
0.000305562,0.006530825,0.000525624,0.019905213,0.010316369,0.007352941,0.000940412,0.000810045,0,0,0,0,0,0,0.723265306,0.724913495,0.765714286,0.9316609,0.720588235,0.757785467,0.010479517,0.004912281,0.003640064,0.00941704,0.008580038,0.000234338,0.000995064,0.000220736,0
0.000705144,0.007445141,0.002207622,0.016113744,0.017881706,0.022058824,0.002180046,0.000752184,0,0,0,0,0,0,0.662040816,0.747404844,0.728979592,0.878027682,0.655709343,0.769896194,0.012067323,0.006934985,0.001996164,0.010762332,0.003979482,0.002187158,0.002228944,0.000927091,0
0.000716896,0.001635319,0.000361367,0.037914692,0.030261348,0.102941176,0.002222792,0.002256553,0.111111111,0,0,0,0.111111111,0,0.529795918,0.537197232,0.555918367,0.624567474,0.515570934,0.539792388,0.015242934,0.003839009,0.003444362,0.002269058,0.003024866,0.00054679,0.001512498,0.000220736,0
7.05E-05,0.001306165,0.001642576,0.005687204,0.001375516,0.007352941,0.00021373,5.79E-05,0,0,0,0,0,0,0.81877551,0.807958478,0.888163265,0.916955017,0.821799308,0.916955017,0.004287075,0.007223942,0.002583271,0.001793722,0.001104134,0.000156226,0.000199013,0.000110368,0
0.000399582,0.000621735,0.001432326,0.015165877,0.017881706,0.110294118,0.001239634,0.000578603,0,0,0,0,0,0,0.709387755,0.75432526,0.730612245,0.759515571,0.705017301,0.791522491,0.010003176,0.003550052,0.001565619,0.000789238,0.00074759,0.000234338,0.000199013,0.000397325,0
0.000564115,0.003134796,0.000742444,0.02464455,0.021320495,0.044117647,0.001752586,0.001272927,0,0,0,0,0,0,0.674285714,0.705882353,0.708571429,0.82266436,0.667820069,0.719723183,0.013178787,0.004375645,0.002778974,0.004484305,0.003737952,0.00054679,0.001552301,0.000264883,0
0.000152781,0.00069488,0.00065703,0.009478673,0.007565337,0.036764706,0.000470206,0.000347162,0,0,0,0,0,0,0.77877551,0.78633218,0.791836735,0.839100346,0.779411765,0.826124567,0.009844395,0.003095975,0.002231007,0.000896861,0.001299657,7.81E-05,0.00015921,8.83E-05,0
7.05E-05,0.003134796,0.000492773,0.002843602,0.002751032,0,0.00021373,0.000173581,0,0,0,0,0,0,0.814693878,0.852076125,0.841632653,0.971453287,0.816608997,0.852076125,0.015560495,0.003921569,0.003092098,0.004484305,0.004554551,0.000156226,0.000238815,6.62E-05,0
7.05E-05,0.001306165,0.000492773,0.004739336,0.00343879,0.007352941,0.00021373,0.000173581,0,0,0,0,0,0,0.832653061,0.835640138,0.844897959,0.930795848,0.835640138,0.871107266,0.010320737,0.003095975,0.002583271,0.001793722,0.002254273,7.81E-05,0.000199013,4.41E-05,0
7.05E-05,0.001306165,0.000262812,0.003791469,0.00343879,0.007352941,0.00021373,0.000231441,0,0,0,0,0,0,0.829387755,0.847750865,0.841632653,0.92733564,0.832179931,0.847750865,0.015560495,0.003095975,0.003209519,0.001793722,0.002829342,7.81E-05,0.000199013,4.41E-05,0
0.000152781,0.00191745,0.000177398,0.011374408,0.006877579,0.014705882,0.000470206,0.000578603,0,0,0,0,0,0,0.77877551,0.772491349,0.799183673,0.898788927,0.779411765,0.787197232,0.013178787,0.003467492,0.003874907,0.002690583,0.004175005,7.81E-05,0.000437828,6.62E-05,0
7.05E-05,0.000208986,0.000111695,0.005687204,0.00343879,0.029411765,0.00021373,0.000289302,0,0,0,0,0,0,0.824489796,0.814013841,0.836734694,0.842560554,0.826989619,0.826989619,0.013337567,0.003095975,0.003874907,0.000179372,0.001334161,7.81E-05,3.98E-05,2.21E-05,0
0.001151735,0.051201672,1.97E-05,0.003791469,0.01650619,0,0.003590664,0.005496731,0,0,0,0,0,0,0.619591837,0.855536332,0.732244898,0.994809689,0.609861592,0.599480969,0.304541124,0.013003096,0.014990802,0.075336323,0.110367354,0.001015466,0.003900653,2.21E-05,0
0.002820576,0.006886102,0.000768725,0.020853081,0.053645117,0.117647059,0.008805677,0.006364636,0,0,0,0,0,0,0.551020408,0.727508651,0.64244898,0.75432526,0.538062284,0.591695502,0.076373452,0.009783282,0.005479667,0.010026906,0.007464403,0.002655835,0.007363477,0.002008697,0
0.003243663,0.005041797,0.004264126,0.089099526,0.080467675,0.183823529,0.010130803,0.002082972,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.540408163,0.605536332,0.610612245,0.71799308,0.525951557,0.687716263,0.005874881,0.007306502,0.001174214,0.007309417,0.001587192,0.00140603,0.004457889,0.001125753,0
0.000658134,0.00245559,0.000637319,0.008530806,0.024071527,0.066176471,0.002051808,0.001620089,0,0,0,0,0,0,0.665306122,0.795847751,0.702857143,0.795847751,0.658304498,0.703287197,0.045728803,0.004582043,0.003131238,0.003497758,0.003289398,0.000234338,0.00123388,0.000353177,0
0.001328021,0.001859979,0.000118265,0.03507109,0.038514443,0.176470588,0.004146362,0.005554591,0,0,0,0,0,0,0.610612245,0.682525952,0.667755102,0.718858131,0.601211073,0.602076125,0.040171483,0.006068111,0.00661474,0.002618834,0.004416534,0.000703015,0.001194077,0.000198662,0
0.000411334,0.005747126,0.000525624,0.005687204,0.009628611,0.014705882,0.00128238,0.001099346,0,0,0,0,0,0,0.705306122,0.829584775,0.776326531,0.902249135,0.700692042,0.738754325,0.045093681,0.0075129,0.005166543,0.008367713,0.007625423,0.000624902,0.00123388,0.000353177,1
0.002949853,0.002941484,0.000302234,0.108056872,0.073590096,0.272058824,0.009233137,0.009951976,0,0,0,0,0,0,0.548571429,0.589100346,0.617142857,0.685121107,0.534602076,0.553633218,0.023499524,0.007265222,0.006223336,0.004224215,0.005187128,0.002655835,0.004656902,0.001633446,0
0.00239749,0.001912226,0.000177398,0.020853081,0.067400275,0.316176471,0.007523297,0.009315512,0,0,0,0,0,0,0.564897959,0.728373702,0.624489796,0.672145329,0.551903114,0.559688581,0.111463957,0.006357069,0.006379897,0.00270852,0.004186507,0.002499609,0.002427957,0.000816723,0
0.0002468,0.010971787,0.006570302,0.007582938,0.004814305,0,0.000769428,5.79E-05,0,0,0,0,0,0,0.736326531,0.797577855,0.81877551,0.987889273,0.733564014,0.928200692,0.003175611,0.00879257,0.000939371,0.016143498,0.002254273,0.000703015,0.000835854,0.000419398,0
0.002150689,0.003176594,0.000670171,0.085308057,0.058459422,0.183823529,0.006753869,0.005207429,0.111111111,0.125,0.142857143,0,0.111111111,0.166666667,0.573877551,0.60899654,0.635918367,0.71799308,0.560553633,0.60899654,0.015560495,0.006604747,0.00410975,0.004591928,0.003979482,0.000859241,0.004656902,0.001125753,0
0.000423086,0.001410658,0.000243101,0.023696682,0.017193948,0.066176471,0.001325126,0.001504368,0,0,0,0,0,0,0.699591837,0.712802768,0.728979592,0.794982699,0.694636678,0.709342561,0.016195618,0.004045408,0.004031469,0.001973094,0.00305937,0.000156226,0.000318421,0.000220736,0
0.00034082,0.007314525,0.004270696,0.017061611,0.011004127,0.007352941,0.00106865,0.000173581,0,0,0,0,0,0,0.715102041,0.737024221,0.760816327,0.9316609,0.710207612,0.871972318,0.003016831,0.005283798,0.000900231,0.010762332,0.002254273,0.000312451,0.000995064,0.000529766,0
0.00034082,0.001217346,0.000578187,0.008530806,0.013755158,0.058823529,0.00106865,0.000867905,0,0,0,0,0,0,0.72,0.798442907,0.749387755,0.807958478,0.716262976,0.757785467,0.025087329,0.004086687,0.002935536,0.001695067,0.002001242,0.000234338,0.000437828,0.000286957,0
0.002221204,0.003615465,0.001695138,0.058767773,0.057083906,0.169117647,0.007010345,0.003008737,0,0,0,0,0,0,0.571428571,0.641868512,0.638367347,0.724913495,0.557958478,0.656574394,0.013020006,0.007058824,0.002426709,0.005273543,0.002495802,0.000781128,0.003423022,0.000993312,0
0.003032119,0.018808777,0.023653088,0.072985782,0.053645117,0.044117647,0.009575105,0.000347162,0,0,0,0,0,0,0.545306122,0.621972318,0.64244898,0.830449827,0.530276817,0.830449827,0.001111464,0.010732714,0.000313124,0.027928251,0.001104134,0.002968286,0.008597357,0.002847494,0
0.000975449,0.00261233,0.000466491,0.0492891,0.015130674,0.095588235,0.003077712,0.002777296,0,0,0,0,0,0,0.638367347,0.656574394,0.744489796,0.771626298,0.628892734,0.66349481,0.014290251,0.012053664,0.008297781,0.003775785,0.003979482,0.00335885,0.001154275,0.000573913,1
0.000998954,0.010710554,0.001695138,0.023696682,0.026822558,0.022058824,0.003163204,0.001330787,0,0,0,0,0,0,0.635918367,0.717128028,0.697959184,0.878892734,0.625432526,0.724048443,0.014290251,0.006728586,0.002309288,0.015919283,0.006854829,0.001562256,0.003144404,0.001015385,0
0.001010706,0.001541275,0.027923784,0.001895735,0.035075653,0.154411765,0.00320595,5.79E-05,0,0,0,0,0,0,0.634285714,0.903114187,0.675918367,0.730968858,0.623702422,0.938581315,0.010320737,0.00499484,0.000117421,0.002197309,5.75E-05,0.000781128,0.001114472,0.001876255,0
0.000458344,0.009926855,0.008101183,0.015165877,0.00343879,0.007352941,0.001453364,0.000115721,0,0,0,0,0,0,0.697142857,0.752595156,0.852244898,0.937716263,0.690311419,0.903114187,0.002540489,0.023034056,0.001917883,0.014798206,0.001679203,0.001249805,0.001472695,0.000573913,0
0.000176286,0.001567398,0.000847569,0.01042654,0.008253095,0.022058824,0.000555698,0.000347162,0,0,0,0,0,0,0.771428571,0.782871972,0.788571429,0.87716263,0.769031142,0.829584775,0.008891712,0.003426213,0.002074445,0.002242152,0.001966738,0.000156226,0.000398026,0.000198662,0
8.23E-05,0.000872518,0.00065703,0.004739336,0.004126547,0.014705882,0.000256476,0.000173581,0,0,0,0,0,0,0.825306122,0.839965398,0.836734694,0.899653979,0.826989619,0.874567474,0.010320737,0.003095975,0.002191867,0.001192825,0.00148368,7.81E-05,0.000119408,4.41E-05,0
8.23E-05,0.001567398,0.00021682,0.005687204,0.002751032,0.007352941,0.000256476,0.000289302,0,0,0,0,0,0,0.827755102,0.829584775,0.866122449,0.937716263,0.829584775,0.842560554,0.013337567,0.004747162,0.004657717,0.002242152,0.003404412,0.000156226,0.000199013,4.41E-05,0
8.23E-05,0.001567398,9.20E-05,0.005687204,0.004126547,0.007352941,0.000256476,0.000347162,0,0,0,0,0,0,0.807346939,0.807093426,0.817959184,0.916089965,0.807093426,0.807093426,0.015560495,0.003095975,0.003874907,0.002242152,0.003979482,7.81E-05,0.00015921,2.21E-05,0
0.000658134,0.001765935,0.001544021,0.044549763,0.026134801,0.088235294,0.002094554,0.000925765,0,0,0,0,0,0,0.666938776,0.661764706,0.697959184,0.775086505,0.658304498,0.751730104,0.005239759,0.004251806,0.00168304,0.002556054,0.001460677,0.000390564,0.001114472,0.000507693,0
0.011658381,0.007983281,0.000144547,0.090995261,0.149243466,0.441176471,0.037274515,0.046866863,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.436734694,0.60467128,0.560816327,0.644463668,0.414359862,0.420415225,0.132422991,0.015479876,0.014521116,0.01193722,0.015250845,0.015856897,0.008159529,0.001390636,1
0.000282058,0.012539185,5.91E-05,0.007582938,0.010316369,0,0.000897666,0.001272927,0,0,0,0,0,0,0.728979592,0.801038062,0.765714286,0.991349481,0.724048443,0.719723183,0.040330264,0.004664603,0.005597088,0.018834081,0.026407195,0.000234338,0.000955262,4.41E-05,0
0.000481848,0.006792059,0.000965834,0.019905213,0.019257221,0.014705882,0.001538856,0.000925765,0,0,0,0,0,0,0.689795918,0.727508651,0.72,0.899653979,0.682525952,0.749134948,0.011908542,0.004251806,0.002270148,0.010161435,0.006475284,0.000312451,0.00139309,0.000264883,0
0.000681639,0.005642633,0.001189225,0.033175355,0.022696011,0.029411765,0.002180046,0.001157207,0,0,0,0,0,0,0.665306122,0.687716263,0.710204082,0.85899654,0.655709343,0.734429066,0.008891712,0.005283798,0.002387569,0.008430493,0.004784579,0.000312451,0.002069734,0.000331104,0
0.000188038,0.001698015,0.000361367,0.012322275,0.007565337,0.022058824,0.000598444,0.000578603,0,0,0,0,0,0,0.759183673,0.762110727,0.787755102,0.870242215,0.756055363,0.782871972,0.012226104,0.004127967,0.003561783,0.002466368,0.003116877,0.000156226,0.000477631,8.83E-05,0
0.00029381,0.000987461,0.016425756,0.016113744,0.0130674,0.058823529,0.000940412,0,0,0,0,0,0,0,0.730612245,0.746539792,0.751836735,0.806228374,0.724913495,0.996539792,0.000635122,0.00371517,0.000156562,0.001399103,8.05E-05,0.000156226,0.000477631,0.00055184,0
0.000399582,0.003134796,0.001642576,0.013270142,0.019257221,0.029411765,0.00128238,0.000520743,0,0,0,0,0,0,0.704489796,0.760380623,0.72,0.855536332,0.698096886,0.795847751,0.010320737,0.003384933,0.001291636,0.004663677,0.002254273,0.000234338,0.000875657,0.000286957,0
0.000399582,0.001509927,0.001432326,0.02464455,0.015818432,0.058823529,0.00128238,0.000578603,0,0,0,0,0,0,0.694693878,0.698961938,0.724897959,0.794117647,0.686851211,0.775951557,0.006192442,0.004293086,0.001761321,0.002188341,0.001357164,0.000390564,0.000875657,0.000419398,0
0.000399582,0.004049112,0.000617608,0.011374408,0.010316369,0.022058824,0.00128238,0.000983626,0,0,0,0,0,0,0.704489796,0.772491349,0.768163265,0.874567474,0.697231834,0.743944637,0.021594157,0.006976264,0.004383733,0.006053812,0.005129621,0.000624902,0.001114472,0.00030903,0
9.40E-05,0.004179728,0.000821288,0.005687204,0.002751032,0,0.000299222,0.000173581,0,0,0,0,0,0,0.771428571,0.779411765,0.819591837,0.948096886,0.76816609,0.827854671,0.008732931,0.005572755,0.003092098,0.006278027,0.004554551,0.000234338,0.000318421,0.000110368,0
0.000199791,0.000820272,0.00065703,0.013270142,0.008940853,0.044117647,0.00064119,0.000462883,0,0,0,0,0,0,0.755918367,0.756920415,0.776326531,0.82266436,0.751730104,0.801038062,0.009209273,0.003673891,0.00246585,0.001156951,0.001437674,0.000234338,0.00015921,0.000176589,0
0.001151735,0.001546499,0.000525624,0.029383886,0.039889959,0.176470588,0.003718902,0.003124458,0,0,0,0,0,0,0.624489796,0.69982699,0.666938776,0.721453287,0.612456747,0.653114187,0.026992696,0.005118679,0.003600924,0.00226009,0.002484301,0.000312451,0.002029932,0.000750502,0
9.40E-05,0.004179728,0.000328515,0.005687204,0.004126547,0,0.000299222,0.000289302,0,0,0,0,0,0,0.808979592,0.819204152,0.829387755,0.987024221,0.807093426,0.832179931,0.013337567,0.003673891,0.00332694,0.006278027,0.006854829,0.000156226,0.000318421,6.62E-05,0
0.010271598,0.009634274,0.025473062,0.221800948,0.165061898,0.323529412,0.033213645,0.001215067,0.222222222,0.25,0.285714286,0.4,0.222222222,0.166666667,0.446530612,0.527681661,0.551836735,0.670415225,0.423875433,0.732698962,0.001111464,0.012301342,0.000313124,0.014609865,0.000517563,0.008279956,0.005333546,0.017239476,0
0.000763906,0.001776385,0.003285151,0.03507109,0.027510316,0.102941176,0.002479268,0.000578603,0,0,0,0,0,0,0.655510204,0.682525952,0.694693878,0.762975779,0.644463668,0.789792388,0.004287075,0.004912281,0.001017652,0.002627803,0.000793596,0.000703015,0.00107467,0.000794649,0
0.000105772,0.000350052,0.002628121,0.004739336,0,0.036764706,0.000341968,5.79E-05,0,0,0,0,0,0,0.591020408,0.610726644,0.77877551,0.610726644,0.575259516,0.705882353,0.004922198,0.036119711,0.007788955,0.00044843,0.00033354,0.000703015,7.96E-05,0.000154515,0
0.000105772,0.000350052,0.002628121,0.007582938,0.004126547,0.036764706,0.000341968,5.79E-05,0,0,0,0,0,0,0.796734694,0.794117647,0.826122449,0.828719723,0.794117647,0.923875433,0.003175611,0.004293086,0.001095933,0.00044843,0.00033354,7.81E-05,7.96E-05,0.000176589,0
0.000105772,0.002089864,0.000985545,0.005687204,0.002751032,0.007352941,0.000341968,0.000173581,0,0,0,0,0,0,0.804081633,0.823529412,0.860408163,0.9316609,0.801903114,0.871972318,0.008732931,0.006398349,0.003092098,0.003139013,0.002254273,0.000312451,0.000318421,0.000132442,0
0.000352572,0.002716823,0.000906702,0.006635071,0.012379642,0.029411765,0.001154142,0.000694324,0,0,0,0,0,0,0.715918367,0.815743945,0.755918367,0.856401384,0.707612457,0.774221453,0.025563671,0.00503612,0.002622412,0.004125561,0.002944356,0.000312451,0.000835854,0.000264883,0
0.000352572,0.001274817,0.000906702,0.012322275,0.014442916,0.058823529,0.001154142,0.000694324,0,0,0,0,0,0,0.71755102,0.769031142,0.745306122,0.807093426,0.709342561,0.775951557,0.014449031,0.004210526,0.002270148,0.001892377,0.001610195,0.000312451,0.000517434,0.000198662,0
0.000599372,0.003359457,0.00065703,0.02464455,0.022696011,0.044117647,0.001966316,0.001446508,0,0,0,0,0,0,0.675102041,0.711937716,0.709387755,0.828719723,0.664359862,0.715397924,0.014925373,0.004664603,0.002935536,0.005121076,0.004221011,0.000781128,0.001273683,0.00055184,0
0.001351526,0.006212121,0.001038108,0.050236967,0.041265475,0.058823529,0.004445584,0.002545854,0,0,0,0,0,0,0.610612245,0.653114187,0.662857143,0.807958478,0.596020761,0.668685121,0.012861226,0.006068111,0.002857255,0.009569507,0.00570469,0.000703015,0.00402006,0.000684281,0
0.000258553,0.001478579,0.001504599,0.014218009,0.008253095,0.036764706,0.00085492,0.000347162,0,0,0,0,0,0,0.736326531,0.751730104,0.782857143,0.837370242,0.728373702,0.823529412,0.006668784,0.005655315,0.002074445,0.002242152,0.001299657,0.00054679,0.000358223,0.000264883,0
0.002362232,0.005031348,0.000243101,0.02464455,0.066024759,0.132352941,0.007865265,0.008447607,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.535510204,0.6816609,0.595102041,0.711937716,0.515570934,0.535467128,0.086059066,0.006852425,0.005910212,0.007838565,0.008856072,0.000859241,0.006049992,0.000618061,0
0.000129276,0.001044932,0.007227332,0.007582938,0.00343879,0.022058824,0.00042746,0,0,0,0,0,0,0,0.793469388,0.806228374,0.849795918,0.876297578,0.788062284,0.99567474,0.001429025,0.006522188,0.000626248,0.001569507,0.000241529,0.000312451,0.000278618,0.00024281,0
0.000129276,0.000522466,0.001971091,0.009478673,0.006189821,0.036764706,0.00042746,0.000115721,0,0,0,0,0,0,0.788571429,0.783737024,0.803265306,0.83650519,0.783737024,0.896193772,0.003969514,0.003508772,0.001135074,0.000744395,0.000529064,7.81E-05,0.000199013,0.000154515,0
0.000270305,0.001044932,0.00131406,0.003791469,0.011691884,0.051470588,0.000897666,0.000405022,0,0,0,0,0,0,0.735510204,0.85467128,0.758367347,0.814013841,0.726643599,0.814013841,0.025087329,0.004004128,0.00168304,0.001569507,0.001104134,0.000312451,0.000517434,0.00024281,0
0.000129276,0.000731452,0.000919842,0.004739336,0.005502063,0.029411765,0.00042746,0.000231441,0,0,0,0,0,0,0.787755102,0.834775087,0.811428571,0.851211073,0.782871972,0.851211073,0.012861226,0.004004128,0.002152726,0.001076233,0.001104134,0.000156226,0.000199013,0.000154515,0
0.000129276,0.000370951,0.00065703,0.008530806,0.006189821,0.044117647,0.00042746,0.000289302,0,0,0,0,0,0,0.786122449,0.788927336,0.800816327,0.820069204,0.781141869,0.833044983,0.009209273,0.003508772,0.002309288,0.000511211,0.000943114,7.81E-05,7.96E-05,0.000110368,0
0.000411334,0.001828631,0.000420499,0.012322275,0.017193948,0.051470588,0.001367872,0.001215067,0,0,0,0,0,0,0.705306122,0.769031142,0.732244898,0.817474048,0.69550173,0.730103806,0.024610988,0.004210526,0.0032878,0.002807175,0.003116877,0.000468677,0.000955262,0.000220736,0
0.006393306,0.007852665,0.000551905,0.073933649,0.067400275,0.242647059,0.021330256,0.017068796,0.111111111,0,0.142857143,0,0.111111111,0.166666667,0.485714286,0.621972318,0.625306122,0.694636678,0.462802768,0.507785467,0.059225151,0.019814241,0.011663862,0.012295964,0.009971707,0.021324793,0.011861169,0.001611372,0
0.000998954,0.003563218,0.01346912,0.001895735,0.030949106,0.073529412,0.003334188,0.000173581,0,0,0,0,0,0,0.595918367,0.861591696,0.646530612,0.749134948,0.578719723,0.83650519,0.020800254,0.006068111,0.000313124,0.005542601,0.000368045,0.000703015,0.00262697,0.001125753,0
0.001445545,0.008730408,0.012923784,0.027488152,0.020632737,0.044117647,0.004830298,0.000289302,0,0,0,0,0,0,0.604897959,0.704152249,0.71755102,0.829584775,0.588235294,0.843425606,0.00285805,0.014158927,0.000704529,0.013713004,0.000943114,0.005546008,0.002706575,0.002604684,0
0.000869678,0.009273772,0.007555848,0.014218009,0.019257221,0.022058824,0.002906728,0.000289302,0,0,0,0,0,0,0.643265306,0.756055363,0.720816327,0.875432526,0.628892734,0.84083045,0.0057161,0.00879257,0.00078281,0.014573991,0.001679203,0.001484143,0.002706575,0.000971238,0
0.000869678,0.004378265,0.002424442,0.038862559,0.031636864,0.051470588,0.002906728,0.000867905,0,0,0,0,0,0,0.646530612,0.675605536,0.684897959,0.819204152,0.632352941,0.758650519,0.0057161,0.00503612,0.001291636,0.006843049,0.002254273,0.000624902,0.002547365,0.00086087,0
0.000141029,0.001739812,0.002187911,0.007582938,0.005502063,0.014705882,0.000470206,0.000115721,0,0,0,0,0,0,0.764081633,0.78200692,0.794285714,0.87716263,0.756920415,0.87716263,0.004922198,0.004458204,0.001252495,0.002690583,0.001104134,0.000156226,0.000398026,0.000110368,0
0.000141029,0.002873563,0.001051248,0.006635071,0.006877579,0.007352941,0.000470206,0.000231441,0,0,0,0,0,0,0.784489796,0.814013841,0.798367347,0.934256055,0.778546713,0.85467128,0.009685614,0.003467492,0.001722181,0.004484305,0.002829342,7.81E-05,0.000437828,6.62E-05,0
0.000904935,0.001624869,0.000505913,0.034123223,0.035075653,0.132352941,0.003034966,0.002487994,0,0,0,0,0,0,0.643265306,0.686851211,0.676734694,0.744809689,0.628892734,0.672145329,0.018577326,0.004664603,0.0032878,0.002502242,0.002622317,0.000312451,0.000676644,0.000220736,0
0.000141029,0.001175549,0.000118265,0.009478673,0.006877579,0.022058824,0.000470206,0.000578603,0,0,0,0,0,0,0.765714286,0.766435986,0.779591837,0.853806228,0.758650519,0.766435986,0.015560495,0.003467492,0.003874907,0.001793722,0.003116877,7.81E-05,0.000199013,4.41E-05,0
0.000458344,0.000783699,0.003725361,0.011374408,0.020632737,0.110294118,0.001538856,0.000289302,0,0,0,0,0,0,0.696326531,0.775951557,0.71755102,0.757785467,0.685121107,0.842560554,0.006986345,0.003880289,0.000704529,0.001174888,0.000391047,0.000234338,0.000238815,0.000595987,0
0.000305562,0.002298851,0.00131406,0.015165877,0.011004127,0.029411765,0.001025904,0.000462883,0,0,0,0,0,0,0.725714286,0.749134948,0.763265306,0.85467128,0.715397924,0.803633218,0.008097809,0.00503612,0.002035305,0.003587444,0.002024245,0.000624902,0.000835854,0.00024281,0
0.000317315,0.004352142,0.017739816,0.008530806,0.000687758,0.014705882,0.00106865,0,0,0,0,0,0,0,0.723265306,0.795847751,0.93877551,0.900519031,0.71366782,0.994809689,0.001270245,0.052631579,0.001917883,0.006878924,0.00033354,0.002030933,0.000597039,0.000595987,0
0.000152781,0.003134796,0,0.01042654,0.006189821,0.007352941,0.000512952,0.000752184,0,0,0,0,0,0,0.780408163,0.780276817,0.808163265,0.935986159,0.773356401,0.767301038,0.018259765,0.004334365,0.005440526,0.004932735,0.008004969,7.81E-05,0.000477631,0,0
0.00083442,0.003657262,0.000558476,0.018957346,0.022008253,0.058823529,0.002821236,0.002198692,0,0,0,0,0,0,0.649795918,0.735294118,0.713469388,0.808823529,0.634948097,0.6816609,0.029215624,0.007347781,0.004579436,0.005775785,0.004934097,0.001327918,0.002507562,0.000441472,0
0.000505353,0.00522466,0.00086728,0.004739336,0.015130674,0.022058824,0.00170984,0.001041486,0,0,0,0,0,0,0.688163265,0.841695502,0.740408163,0.876297578,0.675605536,0.742214533,0.050015878,0.006315789,0.003209519,0.008295964,0.005417155,0.000781128,0.001512498,0.000507693,0
0.000164534,0.000783699,0.009198423,0.000947867,0.007565337,0.036764706,0.000555698,0,0,0,0,0,0,0,0.765714286,0.925605536,0.783673469,0.831314879,0.757785467,0.98615917,0.007621467,0.00379773,0.000273983,0.001192825,0.000149518,7.81E-05,0.000199013,0.00030903,0
0.000164534,0.000350052,0.000749014,0.01042654,0.008253095,0.058823529,0.000555698,0.000347162,0,0,0,0,0,0,0.773877551,0.779411765,0.785306122,0.80449827,0.765570934,0.826124567,0.008891712,0.003426213,0.002074445,0.000502242,0.000851103,7.81E-05,0.000238815,0.000132442,0
